Micros,Voltage,Pack SoC,DCL,Failsafe,DTC1,DTC2,Temperature High,PC,Torque,RPM,Motor_temp,Controller_temp,time_interval,input_power,output_power,speed,motor_efficiency,E_remaining,E_per_km
114951076,57.3,94.0,176,0,0,0,28,0.1,0.0,0,32,32,0.518999,0.00573,0.0,0.0,0.0,8.459999999999999,
115470075,57.3,94.0,176,0,0,0,28,0.1,0.0,0,32,32,0.518999,0.00573,0.0,0.0,0.0,8.459999999999999,
115989078,57.3,94.0,176,0,0,0,28,0.1,0.0,0,32,32,0.519003,0.00573,0.0,0.0,0.0,8.459999999999999,
116508075,57.3,94.0,176,0,0,0,28,0.1,0.0,0,32,32,0.518997,0.00573,0.0,0.0,0.0,8.459999999999999,
117027078,57.3,94.0,176,0,0,0,28,0.1,0.0,0,32,32,0.519003,0.00573,0.0,0.0,0.0,8.459999999999999,
117546077,57.3,94.0,176,0,0,0,28,0.1,0.0,0,32,32,0.518999,0.00573,0.0,0.0,0.0,8.459999999999999,
118065076,57.3,94.0,176,0,0,0,28,0.1,0.0,0,32,32,0.518999,0.00573,0.0,0.0,0.0,8.459999999999999,
118584077,57.3,94.0,176,0,0,0,28,0.1,0.0,0,32,32,0.519001,0.00573,0.0,0.0,0.0,8.459999999999999,
119105078,57.3,94.0,176,0,0,0,28,0.1,0.0,0,32,32,0.521001,0.00573,0.0,0.0,0.0,8.459999999999999,
119624077,57.3,94.0,176,0,0,0,28,0.1,0.0,0,32,32,0.518999,0.00573,0.0,0.0,0.0,8.459999999999999,
120143078,57.3,94.0,176,0,0,0,28,0.1,0.0,0,32,32,0.519001,0.00573,0.0,0.0,0.0,8.459999999999999,
120662075,57.3,94.0,176,0,0,0,28,0.1,0.0,0,32,32,0.518997,0.00573,0.0,0.0,0.0,8.459999999999999,
121181076,57.3,94.0,176,0,0,0,28,0.1,0.0,0,32,32,0.519001,0.00573,0.0,0.0,0.0,8.459999999999999,
121700077,57.3,94.0,176,0,0,0,28,0.1,0.0,0,32,32,0.519001,0.00573,0.0,0.0,0.0,8.459999999999999,
122219076,57.3,94.0,176,0,0,0,28,0.1,0.0,0,32,32,0.518999,0.00573,0.0,0.0,0.0,8.459999999999999,
122738077,57.3,94.0,176,0,0,0,28,0.1,0.0,0,32,32,0.519001,0.00573,0.0,0.0,0.0,8.459999999999999,
123257078,57.3,94.0,176,0,0,0,28,0.1,0.0,0,32,32,0.519001,0.00573,0.0,0.0,0.0,8.459999999999999,
123778075,57.3,94.0,176,0,0,0,28,0.1,0.0,0,32,32,0.520997,0.00573,0.0,0.0,0.0,8.459999999999999,
124297078,57.3,94.0,176,0,0,0,28,0.1,0.0,0,32,32,0.519003,0.00573,0.0,0.0,0.0,8.459999999999999,
124816077,57.3,94.0,176,0,0,0,28,0.5,1.5,19,32,32,0.518999,0.02865,0.0029849,0.137188345,10.41849912739965,8.459999999999999,0.2088369824710692
125335079,57.3,94.0,176,0,0,0,28,1.4,2.5,28,32,32,0.519002,0.08022,0.007331333,0.202172298,9.139033906756419,8.459999999999999,0.3967902664884385
125854075,57.3,94.0,176,0,0,0,28,1.8,5.2,120,32,32,0.518996,0.10314,0.0653536,0.866452706,63.363971301144076,8.459999999999999,0.1190370799072788
126373076,57.3,94.0,176,0,0,0,28,2.6,4.0,251,32,32,0.519001,0.14898,0.105152267,1.812330243,70.58146529735535,8.459999999999999,0.0822035611751362
126892075,57.3,94.0,176,0,0,0,28,2.5,3.6,269,32,32,0.518999,0.14325,0.10142376,1.942298149,70.80192670157068,8.459999999999999,0.0737528376236948
127411079,57.2,94.0,176,0,0,0,28,2.8,3.8,230,32,32,0.519004,0.16016,0.091536933,1.66070102,57.153429695304695,8.459999999999999,0.0964412004756882
127930078,57.3,94.0,176,0,0,0,28,2.4,3.8,279,32,32,0.518999,0.13752,0.11103828,2.014502541,80.74336823734728,8.459999999999999,0.0682649920767709
128451076,57.3,94.0,176,0,0,0,28,2.5,3.8,255,32,32,0.520998,0.14325,0.1014866,1.841212,70.84579406631762,8.459999999999999,0.0778020130218573
128970077,57.3,94.0,176,0,0,0,28,0.5,1.7,182,32,32,0.519001,0.02865,0.032404493,1.314119937,113.10468760907504,8.459999999999999,0.0218016629938702
129489076,57.3,94.0,176,0,0,0,28,0.2,0.7,3,32,32,0.518999,0.01146,0.00021994,0.021661318,1.9191972076788835,8.459999999999999,0.5290536799284328
136811078,57.3,94.0,176,0,0,0,28,0.2,0.0,0,32,32,0.519001,0.01146,0.0,0.0,0.0,8.459999999999999,
137332077,57.3,94.0,176,0,0,0,28,0.2,0.0,0,32,32,0.520999,0.01146,0.0,0.0,0.0,8.459999999999999,
137851076,57.3,94.0,176,0,0,0,28,0.2,0.0,0,32,32,0.518999,0.01146,0.0,0.0,0.0,8.459999999999999,
